"type","representativity","norm_representativity","smell","quality"
"io.kubernetes.client.openapi.models.CoreV1Event","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.CoreV1EventSeries","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.DiscoveryV1EndpointPort","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.EventsV1Event","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.EventsV1EventSeries","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.StorageV1TokenRequest","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1AggregationRule","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1AuditAnnotation","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1ClusterCIDR","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1ClusterCIDRSpec","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1ClusterTrustBundle","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1ClusterTrustBundleSpec","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1ExpressionWarning","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1IPAddress","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1IPAddressSpec","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1MatchCondition","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1MatchResources","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1ParamKind","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1ParamRef","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1ParentReference","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1SelfSubjectReview","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1SelfSubjectReviewStatus","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1StorageVersion","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1StorageVersionCondition","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1TypeChecking","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1ValidatingAdmissionPolicy","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1ValidatingAdmissionPolicyBinding","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1ValidatingAdmissionPolicySpec","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1Validation","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1Variable","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha2PodSchedulingContext","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha2PodSchedulingContextSpec","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha2PodSchedulingContextStatus","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha2ResourceClaim","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha2ResourceClaimConsumerReference","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha2ResourceClaimSchedulingStatus","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha2ResourceClaimTemplate","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha2ResourceClaimTemplateSpec","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha2ResourceClass","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha2ResourceClassParametersReference","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha2ResourceHandle","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1APIGroup","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1APIResource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1APIService","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1APIServiceCondition","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1APIServiceSpec","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1APIServiceStatus","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1AttachedVolume","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1AWSElasticBlockStoreVolumeSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1AzureDiskVolumeSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1AzureFilePersistentVolumeSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta1AuditAnnotation","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta1ExpressionWarning","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta1MatchCondition","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta1MatchResources","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta1ParamKind","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta1ParamRef","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta1SelfSubjectReview","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta1SelfSubjectReviewStatus","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta1TypeChecking","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta1ValidatingAdmissionPolicy","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta1ValidatingAdmissionPolicyBinding","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta1ValidatingAdmissionPolicySpec","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta1Validation","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta1Variable","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2ExemptPriorityLevelConfiguration","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2FlowDistinguisherMethod","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2FlowSchema","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2FlowSchemaCondition","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2FlowSchemaStatus","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2GroupSubject","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2LimitedPriorityLevelConfiguration","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2LimitResponse","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2NonResourcePolicyRule","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2PriorityLevelConfiguration","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2PriorityLevelConfigurationCondition","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2PriorityLevelConfigurationReference","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2PriorityLevelConfigurationStatus","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2ServiceAccountSubject","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2Subject","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2UserSubject","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3ExemptPriorityLevelConfiguration","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3FlowDistinguisherMethod","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3FlowSchema","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3FlowSchemaCondition","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3FlowSchemaStatus","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3GroupSubject","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3LimitedPriorityLevelConfiguration","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3LimitResponse","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3NonResourcePolicyRule","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3PriorityLevelConfiguration","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3PriorityLevelConfigurationCondition","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3PriorityLevelConfigurationReference","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3PriorityLevelConfigurationStatus","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3ServiceAccountSubject","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3Subject","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3UserSubject","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Binding","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1BoundObjectReference","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Capabilities","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CephFSPersistentVolumeSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CephFSVolumeSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CertificateSigningRequest","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CertificateSigningRequestCondition","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CertificateSigningRequestSpec","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CertificateSigningRequestStatus","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CinderPersistentVolumeSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CinderVolumeSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ClaimSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ClientIPConfig","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ClusterRole","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ClusterRoleBinding","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ComponentCondition","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Condition","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ConfigMapEnvSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ConfigMapNodeConfigSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ContainerImage","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ContainerPort","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ContainerResizePolicy","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ContainerStateRunning","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ContainerStateTerminated","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ContainerStateWaiting","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ContainerStatus","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ControllerRevision","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CronJob","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CronJobSpec","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CSIDriver","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CSIDriverSpec","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CSINode","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CSINodeSpec","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CSIPersistentVolumeSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CSIStorageCapacity","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CSIVolumeSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CustomResourceColumnDefinition","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CustomResourceConversion","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CustomResourceDefinition","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CustomResourceDefinitionCondition","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CustomResourceDefinitionNames","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CustomResourceDefinitionSpec","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CustomResourceDefinitionVersion","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CustomResourceSubresources","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CustomResourceValidation","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DaemonEndpoint","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DaemonSet","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DaemonSetCondition","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DaemonSetSpec","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DaemonSetStatus","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DaemonSetUpdateStrategy","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DeleteOptions","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Deployment","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DeploymentCondition","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DeploymentSpec","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DeploymentStatus","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DeploymentStrategy","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DownwardAPIProjection","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DownwardAPIVolumeFile","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DownwardAPIVolumeSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1EmptyDirVolumeSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1EndpointAddress","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1EndpointHints","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1EndpointSlice","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1EnvVarSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1EphemeralVolumeSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1EventSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Eviction","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ExecAction","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ExternalDocumentation","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1FCVolumeSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1FlexPersistentVolumeSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1FlexVolumeSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1FlockerVolumeSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ForZone","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1GCEPersistentDiskVolumeSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1GlusterfsPersistentVolumeSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1GroupVersionForDiscovery","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1GRPCAction","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1HorizontalPodAutoscaler","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1HorizontalPodAutoscalerSpec","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1HorizontalPodAutoscalerStatus","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1HostAlias","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1HostIP","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1HostPathVolumeSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1HTTPGetAction","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1HTTPHeader","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1HTTPIngressRuleValue","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Ingress","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IngressBackend","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IngressClass","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IngressClassParametersReference","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IngressClassSpec","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IngressLoadBalancerStatus","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IngressRule","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IngressServiceBackend","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IngressStatus","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IngressTLS","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IPBlock","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ISCSIPersistentVolumeSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ISCSIVolumeSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Job","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1JobCondition","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1JobSpec","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1JobStatus","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1JobTemplateSpec","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1LabelSelector","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Lease","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1LeaseSpec","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Lifecycle","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1LimitRange","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1LimitRangeSpec","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ListMeta","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1LoadBalancerStatus","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1LocalObjectReference","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1LocalSubjectAccessReview","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1LocalVolumeSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ManagedFieldsEntry","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1MatchCondition","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1MutatingWebhook","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Namespace","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NamespaceCondition","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NamespaceSpec","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NamespaceStatus","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NetworkPolicy","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NetworkPolicyEgressRule","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NetworkPolicyIngressRule","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Node","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NodeAddress","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NodeAffinity","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NodeCondition","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NodeConfigSource","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NodeConfigStatus","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NodeDaemonEndpoints","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NodeSelector","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
