"method","line","severity","representativity","quality","intervention","cdi"
"io.kubernetes.client.openapi.models.V1MutatingWebhookConfiguration.equals(Object o)",170,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1MutatingWebhookConfigurationList.equals(Object o)",170,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1NamespaceList.equals(Object o)",170,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1NetworkPolicy.equals(Object o)",160,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1NetworkPolicyList.equals(Object o)",170,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1NetworkPolicySpec.equals(Object o)",187,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1NodeConfigStatus.equals(Object o)",159,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1NodeList.equals(Object o)",170,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PersistentVolumeClaimList.equals(Object o)",170,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PersistentVolumeList.equals(Object o)",170,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PersistentVolumeStatus.equals(Object o)",159,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PodAffinityTerm.equals(Object o)",169,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PodDisruptionBudgetList.equals(Object o)",170,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PodDisruptionBudgetSpec.equals(Object o)",160,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PodList.equals(Object o)",170,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PodTemplate.equals(Object o)",160,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PodTemplateList.equals(Object o)",170,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PriorityClassList.equals(Object o)",170,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ReplicaSetList.equals(Object o)",170,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ReplicaSetSpec.equals(Object o)",160,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ReplicationControllerList.equals(Object o)",170,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ReplicationControllerSpec.equals(Object o)",169,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ResourceQuotaList.equals(Object o)",170,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ResourceRule.equals(Object o)",192,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1Role.equals(Object o)",170,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1RoleBindingList.equals(Object o)",170,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1RoleList.equals(Object o)",170,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1RuntimeClassList.equals(Object o)",170,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1SecretList.equals(Object o)",170,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1SecretVolumeSource.equals(Object o)",169,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1SelfSubjectReview.equals(Object o)",160,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1SELinuxOptions.equals(Object o)",158,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ServiceAccountList.equals(Object o)",170,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ServiceList.equals(Object o)",170,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1StatefulSetList.equals(Object o)",170,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1StorageClassList.equals(Object o)",170,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1Subject.equals(Object o)",158,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1SubjectAccessReviewStatus.equals(Object o)",158,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1SubjectRulesReviewStatus.equals(Object o)",178,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1Taint.equals(Object o)",159,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1TokenReviewStatus.equals(Object o)",169,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1TypedObjectReference.equals(Object o)",158,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1UserInfo.equals(Object o)",178,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ValidatingWebhookConfiguration.equals(Object o)",170,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ValidatingWebhookConfigurationList.equals(Object o)",170,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1VolumeAttachmentList.equals(Object o)",170,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1VolumeAttachmentStatus.equals(Object o)",169,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1VolumeProjection.equals(Object o)",162,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1VsphereVirtualDiskVolumeSource.equals(Object o)",158,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1WindowsSecurityContextOptions.equals(Object o)",158,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V2HorizontalPodAutoscalerList.equals(Object o)",170,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V2MetricTarget.equals(Object o)",159,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.custom.Quantity.equals(Object o)",78,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.AdmissionregistrationV1WebhookClientConfig.equals(Object o)",134,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.ApiextensionsV1WebhookClientConfig.equals(Object o)",134,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.ApiregistrationV1ServiceReference.equals(Object o)",133,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1Affinity.equals(Object o)",136,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1alpha1StorageVersionStatus.equals(Object o)",153,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1alpha1ValidatingAdmissionPolicyStatus.equals(Object o)",145,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1alpha2AllocationResult.equals(Object o)",145,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1alpha2ResourceClaimParametersReference.equals(Object o)",133,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1alpha2ResourceClaimSpec.equals(Object o)",134,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1APIGroupList.equals(Object o)",144,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1AzureFileVolumeSource.equals(Object o)",133,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta1ValidatingAdmissionPolicyStatus.equals(Object o)",145,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta2PolicyRulesWithSubjects.equals(Object o)",162,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta2PriorityLevelConfigurationSpec.equals(Object o)",135,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta2QueuingConfiguration.equals(Object o)",133,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta3PolicyRulesWithSubjects.equals(Object o)",162,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta3PriorityLevelConfigurationSpec.equals(Object o)",135,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta3QueuingConfiguration.equals(Object o)",133,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ConfigMapKeySelector.equals(Object o)",133,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ConfigMapProjection.equals(Object o)",144,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ContainerState.equals(Object o)",136,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1CronJobStatus.equals(Object o)",145,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1CrossVersionObjectReference.equals(Object o)",133,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1CustomResourceDefinitionStatus.equals(Object o)",153,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1CustomResourceSubresourceScale.equals(Object o)",133,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1EndpointConditions.equals(Object o)",133,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1EndpointSubset.equals(Object o)",161,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1EnvFromSource.equals(Object o)",135,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1EnvVar.equals(Object o)",134,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1GitRepoVolumeSource.equals(Object o)",133,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1GlusterfsVolumeSource.equals(Object o)",133,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1HTTPIngressPath.equals(Object o)",134,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1IngressLoadBalancerIngress.equals(Object o)",144,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1IngressPortStatus.equals(Object o)",133,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1KeyToPath.equals(Object o)",133,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1LabelSelectorRequirement.equals(Object o)",143,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1LifecycleHandler.equals(Object o)",136,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1LoadBalancerIngress.equals(Object o)",144,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1NetworkPolicyPeer.equals(Object o)",135,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1NetworkPolicyPort.equals(Object o)",134,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1NFSVolumeSource.equals(Object o)",133,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1NodeSelectorRequirement.equals(Object o)",143,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PodDNSConfig.equals(Object o)",160,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PodFailurePolicyOnExitCodesRequirement.equals(Object o)",143,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PodFailurePolicyRule.equals(Object o)",145,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PortStatus.equals(Object o)",133,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PortworxVolumeSource.equals(Object o)",133,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ResourceFieldSelector.equals(Object o)",134,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ResourceQuotaSpec.equals(Object o)",155,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ResourceRequirements.equals(Object o)",163,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1RoleRef.equals(Object o)",133,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ScopedResourceSelectorRequirement.equals(Object o)",143,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1SecretKeySelector.equals(Object o)",133,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1SecretProjection.equals(Object o)",144,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ServiceAccountTokenProjection.equals(Object o)",133,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1StatusCause.equals(Object o)",133,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1TokenRequestSpec.equals(Object o)",144,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1TypedLocalObjectReference.equals(Object o)",133,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1VolumeAttachmentSpec.equals(Object o)",134,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V2ContainerResourceMetricSource.equals(Object o)",134,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V2ContainerResourceMetricStatus.equals(Object o)",134,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V2CrossVersionObjectReference.equals(Object o)",133,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V2HPAScalingPolicy.equals(Object o)",133,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V2HPAScalingRules.equals(Object o)",144,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V2MetricValueStatus.equals(Object o)",134,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V2ObjectMetricSource.equals(Object o)",136,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V2ObjectMetricStatus.equals(Object o)",136,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.gson.V1StatusPreProcessor.preDeserialize(Class<? extends V1Status> aClass, JsonElement jsonElement, Gson gson)",24,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.AbstractOpenApiSchema.equals(Object o)",115,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.CoreV1EventSeries.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.EventsV1EventSeries.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.StorageV1TokenRequest.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1alpha1AuditAnnotation.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1alpha1ClusterTrustBundleSpec.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1alpha1ExpressionWarning.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1alpha1MatchCondition.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1alpha1ParamKind.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1alpha1Variable.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1alpha2PodSchedulingContextSpec.equals(Object o)",118,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1alpha2ResourceClaimSchedulingStatus.equals(Object o)",118,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1alpha2ResourceClaimTemplateSpec.equals(Object o)",110,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1alpha2ResourceHandle.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1AttachedVolume.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta1AuditAnnotation.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta1ExpressionWarning.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta1MatchCondition.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta1ParamKind.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta1Variable.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta2ExemptPriorityLevelConfiguration.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta2LimitResponse.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta2NonResourcePolicyRule.equals(Object o)",126,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta2ServiceAccountSubject.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta3ExemptPriorityLevelConfiguration.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta3LimitResponse.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta3NonResourcePolicyRule.equals(Object o)",126,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta3ServiceAccountSubject.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1Capabilities.equals(Object o)",126,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1CertificateSigningRequestStatus.equals(Object o)",119,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ClaimSource.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ConfigMapEnvSource.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ContainerImage.equals(Object o)",118,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ContainerResizePolicy.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ContainerStateWaiting.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1CustomResourceConversion.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1CustomResourceSubresources.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1DaemonSetUpdateStrategy.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1DeploymentStrategy.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1DownwardAPIVolumeSource.equals(Object o)",119,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1EmptyDirVolumeSource.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1EventSource.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ExternalDocumentation.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1FlockerVolumeSource.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1GroupVersionForDiscovery.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1GRPCAction.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1HostAlias.equals(Object o)",118,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1HostPathVolumeSource.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1HTTPHeader.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1IngressBackend.equals(Object o)",110,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1IngressClassSpec.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1IngressRule.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1IngressServiceBackend.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1IngressTLS.equals(Object o)",118,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1IPBlock.equals(Object o)",118,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1JobTemplateSpec.equals(Object o)",110,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1LabelSelector.equals(Object o)",129,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1Lifecycle.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1LocalVolumeSource.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1MatchCondition.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1NamespaceStatus.equals(Object o)",119,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1NetworkPolicyEgressRule.equals(Object o)",128,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1NetworkPolicyIngressRule.equals(Object o)",128,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1NodeAddress.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1NodeAffinity.equals(Object o)",120,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1NodeSelectorTerm.equals(Object o)",127,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1NonResourceAttributes.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1NonResourceRule.equals(Object o)",126,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ObjectFieldSelector.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PersistentVolumeClaimTemplate.equals(Object o)",110,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PersistentVolumeClaimVolumeSource.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PhotonPersistentDiskVolumeSource.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PodAffinity.equals(Object o)",128,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PodAntiAffinity.equals(Object o)",128,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PodDNSConfigOption.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PodFailurePolicyOnPodConditionsPattern.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PodResourceClaim.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PodResourceClaimStatus.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PodTemplateSpec.equals(Object o)",110,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1Preconditions.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PreferredSchedulingTerm.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ProjectedVolumeSource.equals(Object o)",119,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ResourceQuotaStatus.equals(Object o)",127,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1RollingUpdateDaemonSet.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1RollingUpdateDeployment.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1RollingUpdateStatefulSetStrategy.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ScaleStatus.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1Scheduling.equals(Object o)",129,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1SeccompProfile.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1SecretEnvSource.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1SecretReference.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1SelfSubjectAccessReviewSpec.equals(Object o)",110,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ServerAddressByClientCIDR.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ServiceBackendPort.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ServiceStatus.equals(Object o)",120,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1StatefulSetPersistentVolumeClaimRetentionPolicy.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1StatefulSetUpdateStrategy.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1Sysctl.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1TCPSocketAction.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1TokenRequestStatus.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1TokenReviewSpec.equals(Object o)",118,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1TopologySelectorLabelRequirement.equals(Object o)",118,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1UncountedTerminatedPods.equals(Object o)",126,"1,096","1,000","2,204","1,220","1,615"
