"method","line","intervention","norm_intervention","smell","quality"
"io.kubernetes.client.openapi.apis.CoreV1Api.readNamespacedReplicationControllerStatusCall(String name, String namespace, String pretty, final ApiCallback _callback)",41163,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.CoreV1Api.readNamespacedResourceQuotaCall(String name, String namespace, String pretty, final ApiCallback _callback)",41346,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.CoreV1Api.readNamespacedResourceQuotaCall(String name, String namespace, String pretty, final ApiCallback _callback)",41346,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.CoreV1Api.readNamespacedResourceQuotaStatusCall(String name, String namespace, String pretty, final ApiCallback _callback)",41529,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.CoreV1Api.readNamespacedResourceQuotaStatusCall(String name, String namespace, String pretty, final ApiCallback _callback)",41529,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.CoreV1Api.readNamespacedSecretCall(String name, String namespace, String pretty, final ApiCallback _callback)",41712,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.CoreV1Api.readNamespacedSecretCall(String name, String namespace, String pretty, final ApiCallback _callback)",41712,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.CoreV1Api.readNamespacedServiceCall(String name, String namespace, String pretty, final ApiCallback _callback)",41895,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.CoreV1Api.readNamespacedServiceCall(String name, String namespace, String pretty, final ApiCallback _callback)",41895,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.CoreV1Api.readNamespacedServiceAccountCall(String name, String namespace, String pretty, final ApiCallback _callback)",42078,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.CoreV1Api.readNamespacedServiceAccountCall(String name, String namespace, String pretty, final ApiCallback _callback)",42078,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.CoreV1Api.readNamespacedServiceStatusCall(String name, String namespace, String pretty, final ApiCallback _callback)",42261,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.CoreV1Api.readNamespacedServiceStatusCall(String name, String namespace, String pretty, final ApiCallback _callback)",42261,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.DiscoveryV1Api.readNamespacedEndpointSliceCall(String name, String namespace, String pretty, final ApiCallback _callback)",1994,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.DiscoveryV1Api.readNamespacedEndpointSliceCall(String name, String namespace, String pretty, final ApiCallback _callback)",1994,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.EventsV1Api.readNamespacedEventCall(String name, String namespace, String pretty, final ApiCallback _callback)",1994,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.EventsV1Api.readNamespacedEventCall(String name, String namespace, String pretty, final ApiCallback _callback)",1994,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.NetworkingV1Api.readNamespacedIngressCall(String name, String namespace, String pretty, final ApiCallback _callback)",5595,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.NetworkingV1Api.readNamespacedIngressCall(String name, String namespace, String pretty, final ApiCallback _callback)",5595,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.NetworkingV1Api.readNamespacedIngressStatusCall(String name, String namespace, String pretty, final ApiCallback _callback)",5778,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.NetworkingV1Api.readNamespacedIngressStatusCall(String name, String namespace, String pretty, final ApiCallback _callback)",5778,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.NetworkingV1Api.readNamespacedNetworkPolicyCall(String name, String namespace, String pretty, final ApiCallback _callback)",5961,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.NetworkingV1Api.readNamespacedNetworkPolicyCall(String name, String namespace, String pretty, final ApiCallback _callback)",5961,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.PolicyV1Api.readNamespacedPodDisruptionBudgetCall(String name, String namespace, String pretty, final ApiCallback _callback)",2251,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.PolicyV1Api.readNamespacedPodDisruptionBudgetCall(String name, String namespace, String pretty, final ApiCallback _callback)",2251,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.PolicyV1Api.readNamespacedPodDisruptionBudgetStatusCall(String name, String namespace, String pretty, final ApiCallback _callback)",2434,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.PolicyV1Api.readNamespacedPodDisruptionBudgetStatusCall(String name, String namespace, String pretty, final ApiCallback _callback)",2434,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.RbacAuthorizationV1Api.readNamespacedRoleCall(String name, String namespace, String pretty, final ApiCallback _callback)",6916,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.RbacAuthorizationV1Api.readNamespacedRoleCall(String name, String namespace, String pretty, final ApiCallback _callback)",6916,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.RbacAuthorizationV1Api.readNamespacedRoleBindingCall(String name, String namespace, String pretty, final ApiCallback _callback)",7099,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.RbacAuthorizationV1Api.readNamespacedRoleBindingCall(String name, String namespace, String pretty, final ApiCallback _callback)",7099,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.ResourceV1alpha2Api.readNamespacedPodSchedulingContextCall(String name, String namespace, String pretty, final ApiCallback _callback)",7444,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.ResourceV1alpha2Api.readNamespacedPodSchedulingContextCall(String name, String namespace, String pretty, final ApiCallback _callback)",7444,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.ResourceV1alpha2Api.readNamespacedPodSchedulingContextStatusCall(String name, String namespace, String pretty, final ApiCallback _callback)",7627,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.ResourceV1alpha2Api.readNamespacedPodSchedulingContextStatusCall(String name, String namespace, String pretty, final ApiCallback _callback)",7627,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.ResourceV1alpha2Api.readNamespacedResourceClaimCall(String name, String namespace, String pretty, final ApiCallback _callback)",7810,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.ResourceV1alpha2Api.readNamespacedResourceClaimCall(String name, String namespace, String pretty, final ApiCallback _callback)",7810,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.ResourceV1alpha2Api.readNamespacedResourceClaimStatusCall(String name, String namespace, String pretty, final ApiCallback _callback)",7993,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.ResourceV1alpha2Api.readNamespacedResourceClaimStatusCall(String name, String namespace, String pretty, final ApiCallback _callback)",7993,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.ResourceV1alpha2Api.readNamespacedResourceClaimTemplateCall(String name, String namespace, String pretty, final ApiCallback _callback)",8176,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.ResourceV1alpha2Api.readNamespacedResourceClaimTemplateCall(String name, String namespace, String pretty, final ApiCallback _callback)",8176,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.StorageV1Api.readNamespacedCSIStorageCapacityCall(String name, String namespace, String pretty, final ApiCallback _callback)",8206,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.StorageV1Api.readNamespacedCSIStorageCapacityCall(String name, String namespace, String pretty, final ApiCallback _callback)",8206,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1alpha1Api.readValidatingAdmissionPolicyCall(String name, String pretty, final ApiCallback _callback)",3284,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1alpha1Api.readValidatingAdmissionPolicyCall(String name, String pretty, final ApiCallback _callback)",3284,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1alpha1Api.readValidatingAdmissionPolicyBindingCall(String name, String pretty, final ApiCallback _callback)",3458,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1alpha1Api.readValidatingAdmissionPolicyBindingCall(String name, String pretty, final ApiCallback _callback)",3458,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1alpha1Api.readValidatingAdmissionPolicyStatusCall(String name, String pretty, final ApiCallback _callback)",3632,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1alpha1Api.readValidatingAdmissionPolicyStatusCall(String name, String pretty, final ApiCallback _callback)",3632,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1Api.readMutatingWebhookConfigurationCall(String name, String pretty, final ApiCallback _callback)",3036,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1Api.readMutatingWebhookConfigurationCall(String name, String pretty, final ApiCallback _callback)",3036,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1Api.readValidatingWebhookConfigurationCall(String name, String pretty, final ApiCallback _callback)",3210,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1Api.readValidatingWebhookConfigurationCall(String name, String pretty, final ApiCallback _callback)",3210,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.readValidatingAdmissionPolicyCall(String name, String pretty, final ApiCallback _callback)",3284,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.readValidatingAdmissionPolicyCall(String name, String pretty, final ApiCallback _callback)",3284,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.readValidatingAdmissionPolicyBindingCall(String name, String pretty, final ApiCallback _callback)",3458,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.readValidatingAdmissionPolicyBindingCall(String name, String pretty, final ApiCallback _callback)",3458,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.readValidatingAdmissionPolicyStatusCall(String name, String pretty, final ApiCallback _callback)",3632,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.readValidatingAdmissionPolicyStatusCall(String name, String pretty, final ApiCallback _callback)",3632,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.ApiextensionsV1Api.readCustomResourceDefinitionCall(String name, String pretty, final ApiCallback _callback)",1880,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.ApiextensionsV1Api.readCustomResourceDefinitionCall(String name, String pretty, final ApiCallback _callback)",1880,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.ApiextensionsV1Api.readCustomResourceDefinitionStatusCall(String name, String pretty, final ApiCallback _callback)",2054,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.ApiextensionsV1Api.readCustomResourceDefinitionStatusCall(String name, String pretty, final ApiCallback _callback)",2054,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.ApiregistrationV1Api.readAPIServiceCall(String name, String pretty, final ApiCallback _callback)",1880,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.ApiregistrationV1Api.readAPIServiceCall(String name, String pretty, final ApiCallback _callback)",1880,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.ApiregistrationV1Api.readAPIServiceStatusCall(String name, String pretty, final ApiCallback _callback)",2054,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.ApiregistrationV1Api.readAPIServiceStatusCall(String name, String pretty, final ApiCallback _callback)",2054,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.CertificatesV1alpha1Api.readClusterTrustBundleCall(String name, String pretty, final ApiCallback _callback)",1632,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.CertificatesV1alpha1Api.readClusterTrustBundleCall(String name, String pretty, final ApiCallback _callback)",1632,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.CertificatesV1Api.readCertificateSigningRequestCall(String name, String pretty, final ApiCallback _callback)",2128,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.CertificatesV1Api.readCertificateSigningRequestCall(String name, String pretty, final ApiCallback _callback)",2128,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.CertificatesV1Api.readCertificateSigningRequestApprovalCall(String name, String pretty, final ApiCallback _callback)",2302,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.CertificatesV1Api.readCertificateSigningRequestApprovalCall(String name, String pretty, final ApiCallback _callback)",2302,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.CertificatesV1Api.readCertificateSigningRequestStatusCall(String name, String pretty, final ApiCallback _callback)",2476,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.CertificatesV1Api.readCertificateSigningRequestStatusCall(String name, String pretty, final ApiCallback _callback)",2476,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.CoreV1Api.readComponentStatusCall(String name, String pretty, final ApiCallback _callback)",38141,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.CoreV1Api.readComponentStatusCall(String name, String pretty, final ApiCallback _callback)",38141,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.CoreV1Api.readNamespaceCall(String name, String pretty, final ApiCallback _callback)",38315,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.CoreV1Api.readNamespaceCall(String name, String pretty, final ApiCallback _callback)",38315,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.CoreV1Api.readNamespaceStatusCall(String name, String pretty, final ApiCallback _callback)",38489,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.CoreV1Api.readNamespaceStatusCall(String name, String pretty, final ApiCallback _callback)",38489,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.CoreV1Api.readNodeCall(String name, String pretty, final ApiCallback _callback)",42444,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.CoreV1Api.readNodeCall(String name, String pretty, final ApiCallback _callback)",42444,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.CoreV1Api.readNodeStatusCall(String name, String pretty, final ApiCallback _callback)",42618,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.CoreV1Api.readNodeStatusCall(String name, String pretty, final ApiCallback _callback)",42618,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.CoreV1Api.readPersistentVolumeCall(String name, String pretty, final ApiCallback _callback)",42792,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.CoreV1Api.readPersistentVolumeCall(String name, String pretty, final ApiCallback _callback)",42792,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.CoreV1Api.readPersistentVolumeStatusCall(String name, String pretty, final ApiCallback _callback)",42966,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.CoreV1Api.readPersistentVolumeStatusCall(String name, String pretty, final ApiCallback _callback)",42966,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.readFlowSchemaCall(String name, String pretty, final ApiCallback _callback)",3532,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.readFlowSchemaCall(String name, String pretty, final ApiCallback _callback)",3532,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.readFlowSchemaStatusCall(String name, String pretty, final ApiCallback _callback)",3706,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.readFlowSchemaStatusCall(String name, String pretty, final ApiCallback _callback)",3706,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.readPriorityLevelConfigurationCall(String name, String pretty, final ApiCallback _callback)",3880,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.readPriorityLevelConfigurationCall(String name, String pretty, final ApiCallback _callback)",3880,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.readPriorityLevelConfigurationStatusCall(String name, String pretty, final ApiCallback _callback)",4054,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.readPriorityLevelConfigurationStatusCall(String name, String pretty, final ApiCallback _callback)",4054,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.readFlowSchemaCall(String name, String pretty, final ApiCallback _callback)",3532,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.readFlowSchemaCall(String name, String pretty, final ApiCallback _callback)",3532,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.readFlowSchemaStatusCall(String name, String pretty, final ApiCallback _callback)",3706,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.readFlowSchemaStatusCall(String name, String pretty, final ApiCallback _callback)",3706,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.readPriorityLevelConfigurationCall(String name, String pretty, final ApiCallback _callback)",3880,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.readPriorityLevelConfigurationCall(String name, String pretty, final ApiCallback _callback)",3880,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.readPriorityLevelConfigurationStatusCall(String name, String pretty, final ApiCallback _callback)",4054,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.readPriorityLevelConfigurationStatusCall(String name, String pretty, final ApiCallback _callback)",4054,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.InternalApiserverV1alpha1Api.readStorageVersionCall(String name, String pretty, final ApiCallback _callback)",1880,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.InternalApiserverV1alpha1Api.readStorageVersionCall(String name, String pretty, final ApiCallback _callback)",1880,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.InternalApiserverV1alpha1Api.readStorageVersionStatusCall(String name, String pretty, final ApiCallback _callback)",2054,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.InternalApiserverV1alpha1Api.readStorageVersionStatusCall(String name, String pretty, final ApiCallback _callback)",2054,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.NetworkingV1alpha1Api.readClusterCIDRCall(String name, String pretty, final ApiCallback _callback)",3036,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.NetworkingV1alpha1Api.readClusterCIDRCall(String name, String pretty, final ApiCallback _callback)",3036,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.NetworkingV1alpha1Api.readIPAddressCall(String name, String pretty, final ApiCallback _callback)",3210,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.NetworkingV1alpha1Api.readIPAddressCall(String name, String pretty, final ApiCallback _callback)",3210,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.NetworkingV1Api.readIngressClassCall(String name, String pretty, final ApiCallback _callback)",5421,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.NetworkingV1Api.readIngressClassCall(String name, String pretty, final ApiCallback _callback)",5421,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.NodeV1Api.readRuntimeClassCall(String name, String pretty, final ApiCallback _callback)",1632,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.NodeV1Api.readRuntimeClassCall(String name, String pretty, final ApiCallback _callback)",1632,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.RbacAuthorizationV1Api.readClusterRoleCall(String name, String pretty, final ApiCallback _callback)",6568,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.RbacAuthorizationV1Api.readClusterRoleCall(String name, String pretty, final ApiCallback _callback)",6568,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.RbacAuthorizationV1Api.readClusterRoleBindingCall(String name, String pretty, final ApiCallback _callback)",6742,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.RbacAuthorizationV1Api.readClusterRoleBindingCall(String name, String pretty, final ApiCallback _callback)",6742,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.ResourceV1alpha2Api.readResourceClassCall(String name, String pretty, final ApiCallback _callback)",8359,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.ResourceV1alpha2Api.readResourceClassCall(String name, String pretty, final ApiCallback _callback)",8359,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.SchedulingV1Api.readPriorityClassCall(String name, String pretty, final ApiCallback _callback)",1632,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.SchedulingV1Api.readPriorityClassCall(String name, String pretty, final ApiCallback _callback)",1632,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.StorageV1Api.readCSIDriverCall(String name, String pretty, final ApiCallback _callback)",7858,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.StorageV1Api.readCSIDriverCall(String name, String pretty, final ApiCallback _callback)",7858,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.StorageV1Api.readCSINodeCall(String name, String pretty, final ApiCallback _callback)",8032,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.StorageV1Api.readCSINodeCall(String name, String pretty, final ApiCallback _callback)",8032,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.StorageV1Api.readStorageClassCall(String name, String pretty, final ApiCallback _callback)",8389,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.StorageV1Api.readStorageClassCall(String name, String pretty, final ApiCallback _callback)",8389,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.StorageV1Api.readVolumeAttachmentCall(String name, String pretty, final ApiCallback _callback)",8563,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.StorageV1Api.readVolumeAttachmentCall(String name, String pretty, final ApiCallback _callback)",8563,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.StorageV1Api.readVolumeAttachmentStatusCall(String name, String pretty, final ApiCallback _callback)",8737,"6,000","3.4146341463414633","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.StorageV1Api.readVolumeAttachmentStatusCall(String name, String pretty, final ApiCallback _callback)",8737,"6,000","3.4146341463414633","Complex Method","Maintainability, Understandability, Complexity"
