"type","smell","quality"
"io.kubernetes.client.openapi.models.V1beta2LimitResponse","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2NonResourcePolicyRule","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2PriorityLevelConfiguration","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2PriorityLevelConfigurationCondition","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2PriorityLevelConfigurationReference","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2PriorityLevelConfigurationStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2ServiceAccountSubject","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2Subject","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2UserSubject","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3ExemptPriorityLevelConfiguration","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3FlowDistinguisherMethod","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3FlowSchema","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3FlowSchemaCondition","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3FlowSchemaStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3GroupSubject","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3LimitedPriorityLevelConfiguration","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3LimitResponse","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3NonResourcePolicyRule","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3PriorityLevelConfiguration","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3PriorityLevelConfigurationCondition","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3PriorityLevelConfigurationReference","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3PriorityLevelConfigurationStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3ServiceAccountSubject","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3Subject","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3UserSubject","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Binding","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1BoundObjectReference","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Capabilities","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CephFSPersistentVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CephFSVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CertificateSigningRequest","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CertificateSigningRequestCondition","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CertificateSigningRequestSpec","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CertificateSigningRequestStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CinderPersistentVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CinderVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ClaimSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ClientIPConfig","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ClusterRole","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ClusterRoleBinding","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ComponentCondition","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Condition","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ConfigMapEnvSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ConfigMapNodeConfigSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ContainerImage","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ContainerPort","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ContainerResizePolicy","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ContainerStateRunning","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ContainerStateTerminated","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ContainerStateWaiting","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ContainerStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ControllerRevision","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CronJob","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CronJobSpec","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CSIDriver","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CSIDriverSpec","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CSINode","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CSINodeSpec","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CSIPersistentVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CSIStorageCapacity","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CSIVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CustomResourceColumnDefinition","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CustomResourceConversion","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CustomResourceDefinition","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CustomResourceDefinitionCondition","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CustomResourceDefinitionNames","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CustomResourceDefinitionSpec","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CustomResourceDefinitionVersion","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CustomResourceSubresources","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CustomResourceValidation","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DaemonEndpoint","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DaemonSet","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DaemonSetCondition","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DaemonSetSpec","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DaemonSetStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DaemonSetUpdateStrategy","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DeleteOptions","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Deployment","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DeploymentCondition","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DeploymentSpec","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DeploymentStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DeploymentStrategy","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DownwardAPIProjection","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DownwardAPIVolumeFile","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DownwardAPIVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1EmptyDirVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1EndpointAddress","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1EndpointHints","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1EndpointSlice","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1EnvVarSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1EphemeralVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1EventSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Eviction","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ExecAction","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ExternalDocumentation","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1FCVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1FlexPersistentVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1FlexVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1FlockerVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ForZone","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1GCEPersistentDiskVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1GlusterfsPersistentVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1GroupVersionForDiscovery","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1GRPCAction","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1HorizontalPodAutoscaler","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1HorizontalPodAutoscalerSpec","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1HorizontalPodAutoscalerStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1HostAlias","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1HostIP","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1HostPathVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1HTTPGetAction","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1HTTPHeader","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1HTTPIngressRuleValue","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Ingress","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IngressBackend","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IngressClass","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IngressClassParametersReference","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IngressClassSpec","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IngressLoadBalancerStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IngressRule","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IngressServiceBackend","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IngressStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IngressTLS","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IPBlock","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ISCSIPersistentVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ISCSIVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Job","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1JobCondition","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1JobSpec","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1JobStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1JobTemplateSpec","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1LabelSelector","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Lease","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1LeaseSpec","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Lifecycle","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1LimitRange","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1LimitRangeSpec","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ListMeta","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1LoadBalancerStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1LocalObjectReference","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1LocalSubjectAccessReview","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1LocalVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ManagedFieldsEntry","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1MatchCondition","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1MutatingWebhook","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Namespace","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NamespaceCondition","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NamespaceSpec","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NamespaceStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NetworkPolicy","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NetworkPolicyEgressRule","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NetworkPolicyIngressRule","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Node","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NodeAddress","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NodeAffinity","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NodeCondition","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NodeConfigSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NodeConfigStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NodeDaemonEndpoints","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NodeSelector","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NodeSelectorTerm","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NodeSpec","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NodeStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NodeSystemInfo","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NonResourceAttributes","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NonResourceRule","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ObjectFieldSelector","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ObjectMeta","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ObjectReference","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Overhead","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1OwnerReference","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PersistentVolume","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PersistentVolumeClaim","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PersistentVolumeClaimCondition","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PersistentVolumeClaimSpec","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PersistentVolumeClaimTemplate","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PersistentVolumeClaimVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PersistentVolumeStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PhotonPersistentDiskVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Pod","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodAffinity","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodAntiAffinity","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodCondition","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodDisruptionBudget","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodDisruptionBudgetSpec","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodDisruptionBudgetStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodDNSConfigOption","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodFailurePolicy","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodFailurePolicyOnPodConditionsPattern","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodIP","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodOS","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodReadinessGate","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodResourceClaim","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodResourceClaimStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodSchedulingGate","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodSecurityContext","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodTemplate","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodTemplateSpec","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Preconditions","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PreferredSchedulingTerm","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PriorityClass","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Probe","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ProjectedVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1QuobyteVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1RBDPersistentVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1RBDVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ReplicaSet","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ReplicaSetCondition","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ReplicaSetSpec","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ReplicaSetStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ReplicationController","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ReplicationControllerCondition","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ReplicationControllerStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ResourceAttributes","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ResourceClaim","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ResourceQuota","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ResourceQuotaStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1RoleBinding","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1RollingUpdateDaemonSet","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1RollingUpdateDeployment","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1RollingUpdateStatefulSetStrategy","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1RuntimeClass","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Scale","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ScaleIOPersistentVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ScaleIOVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ScaleSpec","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ScaleStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Scheduling","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ScopeSelector","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1SeccompProfile","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Secret","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1SecretEnvSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1SecretReference","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1SecurityContext","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1SelfSubjectAccessReview","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1SelfSubjectAccessReviewSpec","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1SelfSubjectReview","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1SelfSubjectReviewStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1SelfSubjectRulesReview","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1SelfSubjectRulesReviewSpec","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1SELinuxOptions","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ServerAddressByClientCIDR","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Service","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ServiceAccount","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ServiceBackendPort","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ServicePort","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ServiceStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1SessionAffinityConfig","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1StatefulSet","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1StatefulSetCondition","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1StatefulSetOrdinals","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1StatefulSetPersistentVolumeClaimRetentionPolicy","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1StatefulSetSpec","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1StatefulSetStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1StatefulSetUpdateStrategy","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1StatusDetails","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1StorageClass","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1StorageOSPersistentVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1StorageOSVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Subject","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1SubjectAccessReview","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1SubjectAccessReviewStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Sysctl","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Taint","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1TCPSocketAction","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1TokenRequestStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1TokenReview","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1TokenReviewSpec","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Toleration","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1TopologySelectorLabelRequirement","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1TopologySelectorTerm","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1TopologySpreadConstraint","Insufficient Modularization","Modularity, Maintainability"
